,DO,TG,SY,BW,NA,PF,GP,UA,BB,PS,GE,DZ,TR,MK,CD,SL,TK,HU,AD,MR,RS,LT,UM,EE,IS,LA,BN,GI,VG,FO,MG,AQ,CH,MF,CI,SA,GH,UY,BO,IR,BZ,NL,LU,PK,AE,MS,ST,JM,HT,TJ,SM,HM,KR,GD,PR,NU,GQ,EH,KG,PG,BV,LY,QA,SX,AI,TF,TM,DE,SS,OM,MT,RU,PL,LR,EC,PY,BH,KY,ZW,VA,FI,MA,CN,AW,CW,MX,BQ,NG,UG,NR,LK,BD,IL,TT,MM,SJ,SK,ML,AZ,CC,HK,YE,US,IM,GB,PT,BE,GW,PA,NF,AO,CV,MY,CO,SG,GN,WF,BI,KM,IT,WS,LS,PM,CZ,MU,SR,HR,VU,TL,AU,CL,MC,SD,FK,TZ,VC,ET,GM,BJ,KN,NI,PN,RW,MV,CY,TO,SH,MO,TV,GA,KW,IN,PW,BF,LI,NP,GT,NE,BS,MZ,CU,AL,TC,DK,FR,JE,DJ,ZM,AM,BR,GU,BG,RO,IO,JP,VN,TW,CA,AX,MN,SI,ZA,TN,MW,CX,GY,GL,KZ,FJ,SE,AT,CM,SN,CF,VI,HN,GG,GR,NC,DM,AS,ME,SB,FM,VE,ER,ID,UZ,BL,LC,NZ,KH,IQ,EG,LV,NO,BY,PH,MP,AF,TH,JO,SV,MQ,AG,KI,RE,BM,LB,ES,IE,XK,SC,CK,AR,MD,TD,CR,SZ,BT,PE,KE,GS,YT,BA,GF,KP,CG,MH,SO
TJ,27,2,37,27,11,0,0,64,13,14,56,68,192,10,19,9,0,42,1,3,13,17,0,26,8,77,15,4,1,4,6,0,110,0,10,164,80,15,8,74,3,207,6,160,130,0,1,43,30,1260,0,0,918,1,0,5,0,1,3,15,0,10,19,0,3,0,2,562,15,15,7,256,124,783,55,25,4,14,18,20,221,73,472,0,0,470,0,289,48,0,21,17,39,19,50,0,19,5,34,0,0,35,19201,3,3478,99,128,1,32,0,12,0,881,179,253,2,0,0,1,363,2,1,0,55,3,1,24,0,0,523,143,2,21,8,34,4,19,2,5,1,11,0,4,13,16,1,5,0,1,11,17,553,0,6,0,29,25,6,38,8,7,16,7,92,1207,25,0,10,5,829,0,33,60,0,757,155,422,1109,0,9,29,488,34,4,0,8,2,20,11,191,130,28,12,5,0,6,5,101,0,4,0,4,0,1,117,1,1440,17,0,8,111,21,41,62,19,77,14,1301,0,7,1553,12,3,0,0,0,0,12,26,498,176,4,4,2,320,14,11,34,2,6,163,123,0,0,46,0,11,2,1,11
SM,5,0,0,0,0,0,0,2,0,1,1,2,127,2,0,0,0,7,0,0,8,0,0,1,2,1,0,0,0,0,0,0,5,0,1,5,0,362,1,11,0,3,0,0,1,0,0,1,0,0,60,0,15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,1,8,4,3,20,28,1,0,0,1,10,10,7,0,0,100,0,9,0,0,1,1,0,0,2,0,1,0,1,0,0,3,144,1,142,27,2,0,4,0,0,0,3,56,1,0,0,0,0,49,0,0,0,2,0,0,0,0,0,6,111,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,7,0,0,0,2,0,0,2,25,1,0,0,0,253,0,3,1,0,9,0,2,19,0,0,2,3,1,0,0,0,0,1,0,6,0,1,0,0,0,6,0,0,0,0,0,0,0,0,19,0,9,0,0,1,0,0,1,6,0,2,0,15,0,1,25,1,7,0,1,0,0,0,0,115,10,1,0,0,406,0,0,12,0,0,29,3,0,0,1,0,0,0,0,1
HM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR,362,132,308,25,119,0,0,1422,52,1886,195,1501,4989,98,159,272,27,1752,29,47,282,171,0,574,96,871,415,237,9,26,108,0,1100,0,45,2331,144,725,819,1453,16,1637,79,1305,1552,253,16,213,102,171,60,0,541729,45,0,91,9,14,151,277,0,137,226,0,244,0,22,6193,82,135,38,5544,2865,1366,1518,710,108,910,37,27,2390,1450,19028,0,0,10967,0,1147,211,13,1004,509,536,246,1727,0,555,94,161,0,0,801,77652,15,12960,2911,863,21,511,0,133,2,17192,2895,5591,18,0,3,19,5599,6,19,0,381,129,21,201,5,32,6133,5567,5,231,292,319,36,200,5,26,8,201,4,16,142,999,49,33,0,0,31,293,6675,4,142,26,1295,420,250,237,87,127,244,121,558,17669,18,27,14,128,29220,0,293,1198,3,33335,13236,9002,6864,0,246,495,884,386,12,0,71,58,624,29,2490,1624,213,45,734,0,177,29,1762,0,56,0,28,36,19,1498,36,44586,255,0,9,1135,1343,659,1812,183,1116,470,31234,0,305,110398,411,345,0,11,7,0,751,154,5507,753,56,105,17,10044,77,223,730,22,91,5029,243,27,0,1139,0,1327,31,21,118
GD,3,0,4,1,0,0,0,1,11,0,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,5,0,0,0,3,3,3,0,0,1,0,0,26,9,2,0,0,15,152,0,2,0,0,0,3,0,1,0,0,0,0,0,12,0,1,1,6,1,1,0,1,0,3,0,0,7,2,23,0,0,9,0,6,0,0,4,0,1,14,0,0,1,0,0,0,0,0,260,0,85,3,2,0,2,0,0,0,15,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,11,0,0,0,1,4,37,1,0,0,0,8,0,0,0,0,177,1,6,22,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,15,0,0,0,2,0,1,0,0,0,0,4,0,15,1,0,7,0,0,0,1,0,1,1,21,0,0,42,1,0,0,4,0,0,2,0,17,0,0,0,0,6,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,2,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
NU,2,0,10,0,0,0,0,4,0,1,1,15,21,1,2,1,0,6,0,0,1,1,0,4,0,11,0,0,0,0,3,0,7,0,3,132,4,0,1,10,1,11,0,4,132,0,0,2,1,2,0,0,17,0,0,324,0,0,1,1,0,2,25,0,0,0,2,51,0,5,0,16,25,7,1,1,7,0,1,0,18,10,44,0,0,27,0,22,2,0,1,1,12,1,3,0,4,0,4,0,0,17,598,1,83,23,8,0,0,0,0,0,54,16,5,0,0,0,1,54,0,0,0,0,0,0,2,0,0,19,8,0,7,1,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,24,49,0,5,0,1,0,1,2,0,5,0,5,1,368,1,0,0,3,230,0,0,8,0,140,3,12,48,0,0,6,5,1,0,0,0,0,0,1,16,21,2,0,0,0,4,0,7,0,0,0,1,0,1,19,0,21,1,0,0,4,2,7,48,0,9,0,139,0,1,46,3,1,0,0,0,0,0,1,48,3,0,2,0,43,0,4,1,0,0,13,4,0,0,4,0,2,0,0,1
GQ,0,0,0,0,2,0,0,6,0,1,0,7,15,0,1,0,0,4,0,0,2,0,0,0,0,2,1,0,0,0,1,0,1,0,1,2,1,0,4,3,1,10,0,7,4,0,0,0,0,1,0,0,13,0,0,0,66,0,0,1,0,1,0,0,1,0,0,14,0,0,0,19,5,0,3,0,0,0,0,0,13,6,13,0,0,17,0,16,2,0,1,0,2,0,1,0,0,1,1,0,0,4,223,1,39,8,2,0,0,0,0,0,302,6,5,0,0,0,0,10,0,0,0,1,1,1,1,0,0,18,7,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,21,0,1,0,2,0,0,2,0,0,0,0,0,40,0,0,1,0,178,0,0,4,0,45,10,4,24,0,2,1,4,0,0,0,1,0,7,0,9,2,2,0,1,0,1,0,2,0,0,0,0,0,1,14,0,24,0,0,0,2,0,3,3,0,3,2,17,0,1,15,3,0,0,0,0,0,0,7,341,2,0,0,0,15,0,0,0,0,0,8,4,0,0,1,0,2,1,0,0
EH,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,1,0,0,2,0,0,0,0,29,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,2,3,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,172,0,59,2,1,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,14,0,0,0,0,21,0,0,1,0,1,0,1,12,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,1,0,2,0,0,9,0,0,0,0,0,0,1,0,174,3,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
KG,14,0,3,1,1,0,0,62,0,1,8,21,183,2,1,2,1,6,0,4,19,1,0,2,2,7,8,0,1,0,1,0,8,0,0,31,1,188,6,13,0,22,1,15,41,0,0,2,0,6,0,0,295,0,0,0,0,0,667,0,0,2,2,0,0,0,1,60,1,5,0,215,33,24,20,14,2,0,0,2,26,13,72,0,0,195,0,8,2,0,3,10,3,2,6,0,4,2,4,0,0,6,1263,1,435,22,8,0,10,0,1,0,184,40,37,0,0,0,0,41,1,0,0,4,1,2,4,0,1,66,95,1,2,3,3,0,3,0,0,0,4,0,0,4,6,0,1,0,0,2,10,122,0,1,0,23,1,0,5,1,0,5,0,10,131,1,0,0,4,212,0,3,18,0,59,150,25,108,0,3,10,21,4,1,0,0,2,48,0,29,14,1,1,6,0,1,1,11,0,0,0,1,0,0,12,0,334,11,0,0,16,10,10,28,1,11,15,428,0,2,99,0,2,0,0,0,0,0,4,81,14,1,4,0,131,3,0,16,0,2,58,8,0,0,5,0,10,0,1,0
PG,277,2,43,2,2,0,0,34,6,10,25,16,366,3,11,3,0,34,0,3,2,2,0,14,1,34,6,0,2,2,6,0,42,0,3,94,30,27,4,51,1,66,3,38,45,0,0,26,9,4,0,0,164,1,0,2,0,1,5,1332,0,2,5,0,0,0,0,263,3,8,1,80,51,45,12,14,3,0,0,27,195,34,661,0,0,232,0,114,14,0,5,26,13,7,38,0,7,4,10,0,0,15,8232,0,639,85,37,0,19,0,8,0,169,123,50,1,0,0,0,165,0,0,0,20,6,0,5,0,1,307,64,0,14,2,3,4,16,1,2,0,7,0,0,5,6,6,0,0,0,14,51,141,2,2,1,4,17,1,26,3,1,6,2,36,593,25,0,2,2,699,0,9,37,0,1815,37,132,375,0,14,15,68,4,4,0,7,2,3,10,56,23,12,0,5,0,6,1,35,0,4,0,1,1,0,99,3,229,3,0,6,42,7,18,32,8,20,4,268,0,5,227,5,15,0,1,0,0,5,3,585,46,1,0,0,464,1,2,30,1,1,76,42,1,0,20,0,5,1,0,4
BV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY,6,1,258,17,1,0,0,28,2,84,9,423,171,1,1,0,0,16,2,13,17,18,0,6,2,6,1,0,0,4,1,0,31,0,3,2017,5,9,2,102,0,32,0,39,369,2,0,7,2,1,1,0,51,0,0,2,0,0,0,1,0,14029,84,0,0,0,1,163,1,131,14,58,44,26,1,7,58,0,1,6,87,139,124,0,0,37,0,39,2,0,1,12,23,0,11,0,7,3,6,0,0,305,2219,0,571,129,23,1,2,0,0,1,59,26,12,0,0,0,0,206,0,0,0,7,0,0,4,0,0,33,6,1,45,0,6,0,8,0,0,0,1,0,0,1,5,0,2,0,0,1,304,122,0,25,2,3,0,1,13,9,5,1,3,10,406,0,3,1,1,333,0,1,10,0,79,20,14,150,0,4,0,48,165,0,0,1,0,3,2,40,5,1,0,1,0,2,0,23,0,1,0,1,0,0,9,0,39,4,0,0,4,1,505,1799,1,21,0,39,0,17,35,138,0,0,0,0,0,1,197,288,7,1,0,0,101,2,30,2,0,0,34,11,0,0,13,0,12,1,1,13
QA,14,6,525,9,20,0,0,121,7,195,36,1103,1172,12,18,2,0,115,23,80,24,12,0,38,9,51,14,1,0,2,9,0,228,0,37,22231,183,26,14,327,2,314,9,1233,4552,0,0,34,19,25,1,0,145,0,0,16,0,0,10,13,0,318,59891,0,2,0,0,698,17,1887,10,247,74,313,156,54,1408,8,34,5,151,621,562,0,0,214,0,1527,156,0,156,148,175,23,52,0,21,12,27,0,0,2235,8854,2,4221,111,230,0,19,0,16,4,1256,140,169,10,0,4,5,567,0,1,0,27,23,10,12,0,0,626,83,2,767,2,89,0,98,13,6,0,8,0,21,134,29,2,2,0,1,8,3777,3310,1,31,0,179,13,19,21,8,9,31,0,89,5053,7,22,18,6,563,0,29,105,0,576,63,107,1017,0,23,38,573,354,11,0,3,2,84,16,235,123,49,73,3,0,9,2,87,0,4,0,4,2,1,119,6,811,23,0,0,117,18,923,3731,10,130,56,3063,0,38,644,984,14,0,0,1,0,11,444,1086,171,9,2,1,259,4,30,32,4,4,76,545,0,0,84,0,55,8,2,83
SX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,0,0,1,0,0,0,0,14,0,0,3,2,404,1,1,0,0,1,0,0,0,0,0,1,0,5,1,50,11,0,0,0,1,0,0,8,1,1,0,8,0,5,0,5,2,57,0,4,3,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,196,0,0,18,1,0,0,393,5,9,2,2,0,166,0,0,13,1,62,0,0,18,0,1,1,0,0,0,0,1,1,0,2,0,2,0,0,4,3968,0,114,10,1,0,1,0,0,0,4,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,0,1,2,1,0,1,0,6,56,0,0,0,0,103,0,2,2,0,132,1,16,22,0,0,2,7,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,3,0,0,4,2,5,5,15,0,0,63,0,0,0,0,1,0,122,0,10,7,0,0,0,7,0,0,1,0,0,2,1,0,0,2,0,0,0,0,1
TF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM,2,0,3,0,0,0,0,4,0,0,4,1,58,0,0,0,0,2,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,45,9,17,1,4,0,1,0,3,5,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,69,6,0,0,1,7,1,1,12,0,0,0,0,0,4,4,13,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,124,1,19,17,0,0,1,0,0,0,0,42,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,5,20,0,0,0,0,0,1,0,1,0,2,0,0,0,4,0,0,0,0,0,1,23,0,0,0,1,3,0,0,0,0,0,0,0,30,0,0,0,0,38,0,1,3,0,25,4,2,7,0,0,0,3,1,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,15,0,3,1,0,0,1,0,0,0,1,1,3,7,0,0,7,1,3,0,1,0,0,0,0,180,8,0,0,0,66,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0
DE,368,33,801,159,122,0,0,1780,122,207,337,893,24380,189,180,94,0,1003,32,26,602,161,0,631,108,599,235,16,11,67,72,0,6179,0,112,8473,982,974,148,2109,23,5600,313,2958,3774,1,11,620,118,236,7,0,4251,13,0,54,3,11,39,193,0,261,805,0,20,0,18,220971,106,450,167,4578,3533,1875,975,942,1001,43,110,136,2630,925,7600,0,0,8166,0,2467,425,9,193,382,1170,462,294,0,358,95,361,0,0,1198,129886,44,29979,10234,2963,5,458,0,133,16,3769,5251,2772,52,0,11,7,11525,6,10,0,812,81,22,330,9,21,4798,2916,56,372,28,203,16,207,16,38,13,220,1,35,168,460,28,13,0,2,134,1629,7123,4,138,35,324,332,59,259,69,140,207,32,1268,21184,145,22,30,56,19275,0,672,1012,7,14481,842,1634,9337,0,132,321,3243,250,29,0,79,111,163,78,2508,7471,383,118,57,0,220,28,2619,0,51,0,102,12,13,3546,17,4830,81,0,30,817,97,1241,3023,286,1383,346,34820,0,133,16595,452,266,0,32,11,0,37,1525,13483,1810,89,65,10,11491,56,75,511,13,27,1690,1091,13,0,484,0,171,25,6,160
SS,4,9,12,23,2,0,0,12,1,7,6,12,1535,0,6,2,0,11,1,1,2,0,0,1,0,22,1,0,0,2,0,0,15,0,3,32,149,8,1,31,0,18,0,17,23,0,0,8,3,1,0,0,48,0,0,0,0,0,2,1,0,0,2,0,3,0,1,72,440,2,1,28,8,57,5,2,3,1,3,4,60,7,85,0,0,73,0,595,44,0,1,5,9,4,7,0,3,1,16,0,0,13,4674,1,385,127,20,1,5,0,7,4,64,49,12,3,0,2,0,53,0,0,0,5,1,0,2,0,0,59,8,0,17,1,10,3,8,1,8,0,5,0,2,0,6,0,1,0,0,6,8,150,0,7,1,0,4,3,14,1,1,1,0,30,225,8,6,1,1,227,0,7,37,1,106,6,31,165,0,3,6,79,1,0,0,27,0,1,0,23,11,11,29,1,0,4,0,10,0,1,0,0,1,0,6,2,17,2,0,0,22,2,11,16,10,9,2,57,0,0,101,3,2,0,0,0,0,1,12,46,29,0,3,0,74,1,0,2,0,0,16,128,0,0,13,0,2,1,0,11
OM,22,2,566,3,2,0,0,135,7,133,16,462,250,3,5,1,0,45,19,8,8,7,0,27,2,18,14,1,0,4,3,0,71,0,3,14286,19,12,74,264,1,66,3,701,3183,0,0,14,4,1,1,0,112,1,0,7,1,0,5,10,0,214,1185,0,0,0,1,328,1,55053,15,186,30,62,41,4,790,3,3,5,75,238,280,0,0,197,0,134,37,0,14,17,107,12,75,0,14,4,8,0,0,1812,4456,2,1313,146,51,1,19,0,4,0,378,120,90,0,0,0,0,234,2,0,0,17,3,5,3,0,0,253,20,2,365,15,32,0,12,1,2,0,3,0,1,5,7,0,0,0,0,3,4112,892,0,4,0,18,7,1,17,3,1,7,2,20,1352,5,2,17,1,772,0,13,47,2,324,45,119,385,0,37,10,120,205,0,0,0,0,15,0,94,65,6,9,5,0,7,0,35,0,3,0,0,0,1,47,2,177,6,0,0,34,4,1190,2851,0,104,11,1655,0,9,207,534,9,0,0,0,0,0,333,558,93,4,3,1,199,1,4,20,0,0,47,96,4,0,38,0,11,0,0,67
MT,12,0,2,0,1,0,0,22,1,3,7,80,520,1,4,4,0,47,1,0,19,4,0,8,1,4,2,2,0,1,0,0,55,0,1,50,5,5,1,14,0,76,8,15,28,0,0,9,0,1,0,0,25,1,0,2,0,0,0,4,0,10,2,0,0,0,0,152,4,3,1775,92,37,38,4,0,3,0,3,1,47,12,53,0,0,50,0,68,3,0,2,1,6,3,4,0,3,1,3,0,0,13,3082,1,828,5371,221,0,5,0,16,0,116,43,65,0,0,1,0,259,0,0,0,46,0,2,4,0,0,111,21,2,4,0,4,0,0,1,0,1,1,0,1,1,3,0,0,0,0,6,26,107,0,2,0,4,12,0,2,3,3,7,0,10,459,2,0,2,1,555,0,20,18,0,78,8,13,121,0,1,10,38,1,0,0,0,3,2,0,78,46,4,5,1,0,2,0,30,0,0,0,0,0,1,36,0,62,0,0,0,22,0,6,28,7,51,5,64,0,0,78,12,5,0,0,0,0,1,2,283,31,3,1,0,74,2,1,4,1,0,23,16,0,0,4,0,0,0,0,0
RU,135,24,278,28,52,0,0,26334,26,116,545,306,10753,102,48,16,4,407,244,480,575,2816,0,1115,78,248,41,47,6,23,42,0,606,0,55,2677,200,329,102,670,45,1587,61,1147,1482,44,8,184,62,92,6,0,3894,3,0,18,0,25,664,75,0,132,250,0,65,0,32,4766,35,300,60,331907,1575,655,481,184,207,211,84,87,1224,311,5227,0,0,2940,0,1301,210,16,107,342,890,64,104,0,247,39,420,0,0,1385,55590,19,10029,1035,599,3,157,0,47,4,2424,1369,448,38,0,13,2,3431,3,3,0,758,73,4,169,63,5,1839,1485,25,230,92,81,12,357,4,18,4,188,1,13,33,196,21,9,0,21,49,505,4123,2,75,4,124,119,25,93,18,124,77,17,313,8864,40,19,37,449,6507,0,641,633,1,14782,706,691,3413,0,242,141,918,164,10,0,37,23,4796,35,944,601,89,48,39,0,376,8,1770,0,15,0,70,10,1,1816,17,3105,961,0,7,424,113,745,1123,1168,800,9318,4627,0,47,3975,339,99,0,23,2,0,141,200,10216,604,79,49,341,2965,809,32,224,6,39,832,483,12,0,210,0,224,10,0,65
PL,58,5,55,7,24,0,0,763,33,39,45,194,1260,34,20,18,1,203,2,2,250,74,0,120,21,242,8,5,2,3,14,0,257,0,13,404,41,135,27,394,4,853,47,171,317,1,0,30,20,13,5,0,1342,1,0,13,0,0,15,27,0,14,28,0,6,0,5,2736,8,29,14,1666,113760,540,162,218,24,15,7,12,532,161,1310,0,0,1501,0,208,29,2,45,72,97,31,56,0,452,8,46,0,0,157,23107,7,8825,921,570,1,90,0,34,1,763,751,304,2,0,0,0,1446,0,1,0,189,26,1,94,4,3,1773,349,12,25,10,19,1,15,1,8,3,51,0,5,49,97,4,5,0,0,10,76,899,0,28,0,50,68,2,37,12,42,39,4,225,4522,12,4,5,19,4367,0,82,245,1,3533,205,237,1886,0,11,111,323,30,3,0,14,9,58,6,1189,382,31,6,17,0,25,4,296,0,12,0,61,1,1,388,1,1208,29,0,1,119,26,72,230,62,615,223,1025,0,21,4187,84,194,0,2,1,0,4,102,2693,822,11,98,50,1627,15,14,50,0,12,325,83,5,0,89,0,53,3,0,24
LR,1047,107,889,576,421,0,0,2022,305,255,715,1598,5329,262,367,130,3,1429,33,63,910,222,0,813,157,1304,1062,198,27,70,150,0,1910,0,262,5469,5489,1583,749,2097,84,4956,109,6270,6456,3,11,1254,390,393,28,0,24368,46,0,35,16,26,92,230,0,411,957,0,47,0,21,11061,217,689,212,5392,3567,30713,3075,1393,790,123,659,321,3616,1750,8289,0,0,24535,0,21946,1746,3,1082,1435,844,884,1196,0,705,144,495,0,0,1125,317995,63,61006,10182,3015,9,1336,0,291,21,47555,9182,8717,68,0,20,7,11668,18,68,0,825,424,140,406,9,42,11071,6365,67,595,67,1183,49,379,100,125,26,645,8,139,459,779,49,33,0,1,197,1592,56938,5,220,28,2644,1260,95,1222,207,305,316,32,1522,28849,395,21,407,178,35891,0,887,1780,11,11443,4900,3958,21090,0,266,412,15603,749,151,0,269,83,433,154,3348,1411,809,200,418,0,817,37,2611,0,106,0,100,18,34,5311,44,46512,182,0,83,2201,677,1184,7031,406,1695,541,61211,0,253,29795,737,904,0,57,6,0,102,1137,18065,3396,191,169,19,15941,134,143,1676,62,93,6379,7151,63,0,976,0,572,27,5,196
